Word;POS;Polarity;#+;#-;#0;#iteration
desgraçar;vrb;-;1;2;0;3;
malfadar;vrb;-;0;1;0;4;
compassível;adj;+;1;0;0;4;
entaleigar;vrb;A;1;1;0;4;
maladia;nom;-;0;1;0;3;
almadraque;nom;+;1;0;0;6;
recaída;nom;-;0;2;0;4;
precação;nom;-;0;1;0;4;
respeitavelmente;adv;0;0;0;1;2;
infernar;vrb;-;0;2;0;3;
reanimação;nom;0;0;0;1;4;
vático;adj;+;1;0;0;4;
aterrorizar;vrb;A;1;1;0;4;
aluído;adj;-;0;1;0;3;
desenjoativo;nom,adj;+;2;0;0;5;
marisma;nom;-;0;1;0;6;
vágado;nom;-;0;1;0;5;
burilar;vrb;A;1;0;1;2;
alarvado;adj;-;0;1;0;4;
desencadeamento;nom;+;2;0;0;4;
chicanar;vrb;+;1;0;0;6;
desacompanhar;vrb;+;1;0;0;5;
ouvido;nom,adj;A;1;1;0;4;
pequice;nom;-;0;2;0;3;
lia;nom;A;1;1;0;4;
alugar;vrb;+;1;0;0;4;
bandurrista;nom;-;0;1;0;5;
tugúrio;nom;+;3;0;0;4;
cachaporrada;nom;-;0;1;0;7;
cachamorrada;nom;-;0;1;0;6;
milengas;nom;-;0;1;0;8;
entibiamento;nom;+;1;0;0;5;
esgarrado;adj;-;0;1;0;4;
pedaleira;nom;+;1;0;0;5;
deslado;nom;+;2;0;0;4;
desempatar;vrb;0;0;0;1;4;
pazear;vrb;0;0;0;1;5;
atoleimado;nom,adj;-;0;6;0;4;
trincafio;nom;+;1;0;0;3;
imaginativa;nom;+;1;0;0;4;
lealdade;nom;+;2;0;0;4;
embude;nom;+;1;0;0;8;
cicuta;nom;+;1;0;0;9;
agafanhar;vrb;+;2;0;0;4;
lande;nom;-;0;1;0;5;
estinhar;vrb;-;0;1;0;3;
colorar;vrb;-;0;1;0;3;
fraldoso;adj;-;0;1;0;4;
enfarpelar;vrb;0;0;0;1;3;
seringador;adj,nom;-;0;2;0;3;
cabeça-dura;nom;-;0;2;0;4;
padrinho;nom;+;3;0;0;5;
governanta;nom;+;3;0;0;7;
incendiado;adj;-;0;1;0;5;
combusto;adj;-;0;2;0;5;
hospedar-se;vrb;A;1;0;1;4;
lambuzar-se;vrb;-;0;3;0;5;
cusquice;nom;-;0;2;0;3;
esquadrilha;nom;+;2;0;0;5;
desmesura;nom;-;0;2;0;5;
progredimento;nom;0;0;0;1;2;
concretizar;vrb;+;2;0;0;2;
execração;nom;-;0;4;0;4;
liderado;adj;+;1;0;0;5;
independência;nom;+;1;0;0;4;
deixado;adj;A;1;1;0;5;
nasceiro;nom;+;2;0;0;5;
julgador;nom;+;2;0;0;6;
arola;nom;-;1;2;0;2;
lufa-lufa;nom;-;0;2;0;4;
badanal;nom;-;1;2;0;3;
áulico;adj,nom;+;2;0;0;5;
sobremaneira;adv;0;0;0;2;1;
cambar;vrb;-;0;2;0;2;
terreal;adj;-;0;1;0;6;
munheca;nom;-;0;1;0;4;
vegetais;nom;-;0;1;0;4;
remoçar;vrb;+;1;0;0;5;
azado;adj;+;4;0;0;3;
desapiedar;vrb;-;0;1;0;6;
escandaleira;nom;-;0;2;0;3;
ortografia;nom;+;1;0;0;5;
seringar;vrb;+;2;0;0;4;
comparado;adj;+;2;0;1;4;
desconforto;nom;-;0;3;0;4;
analgizar;vrb;-;0;1;0;6;
veementizar;vrb;+;2;0;0;3;
salta-paredes;nom;-;0;1;0;7;
deslavar;vrb;0;0;0;1;5;
facciosismo;nom;-;0;2;0;4;
apetrechamento;nom;+;1;0;0;5;
utensilagem;nom;+;1;0;0;6;
ralassaria;nom;+;2;0;0;4;
campeador;nom;+;2;0;0;7;
sobrepujamento;nom;A;1;1;0;4;
monquilho;nom;-;0;1;0;7;
reaviar;vrb;0;0;0;1;4;
satanismo;nom;-;0;2;0;2;
austrífero;adj;-;0;1;0;4;
pelve;nom;+;1;0;0;6;
carnoso;adj;0;0;0;1;3;
enfastiar-se;vrb;+;2;0;0;4;
fulguração;nom;+;3;0;0;4;
sobreanca;nom;-;0;1;0;5;
égloga;nom;-;0;1;0;6;
portear;vrb;+;1;0;0;5;
homogeneidade;nom;+;2;0;0;5;
embatocado;adj;-;0;1;0;5;
patinhar;vrb;+;1;0;0;7;
encíclico;adj;+;1;0;0;4;
súrculo;nom;+;1;0;0;7;
estolidez;nom;-;0;2;0;4;
focalizar;vrb;+;1;0;0;5;
enfocar;vrb;+;1;0;0;6;
descaçar-se;vrb;0;0;0;1;7;
espartilhar-se;vrb;0;0;0;1;5;
aplacar-se;vrb;-;0;2;0;5;
deseconomia;nom;-;0;1;0;4;
higrofobia;nom;0;0;0;1;4;
muana;nom;-;0;1;0;5;
parrascana;nom;-;0;1;0;4;
simbolizar;vrb;0;0;0;2;2;
substantivo;nom;+;1;0;0;4;
esculpido;adj;+;1;0;0;5;
incôndito;adj;-;0;1;0;4;
emundar;vrb;+;1;0;0;3;
aguçado;adj;-;0;2;0;3;
acuminado;adj;-;0;2;0;4;
candeia;nom;+;3;0;0;4;
quantiar;vrb;A;1;0;1;2;
instalado;adj;+;1;0;0;5;
robustecedor;adj;+;1;0;0;5;
artolar;vrb;+;1;0;0;4;
indeterminado;adj,nom;-;0;7;0;4;
avoengos;nom;+;1;0;0;7;
avós;nom;+;3;0;0;6;
arrimo;nom;+;4;0;0;3;
contravapor;nom;A;1;1;0;4;
passeata;nom;+;1;0;0;4;
achincalhante;adj;-;0;1;0;4;
impossibilitar;vrb;A;1;1;0;3;
afalcoado;adj;-;0;2;0;4;
anelado;adj,nom;-;0;1;0;6;
canela;nom;0;0;0;1;4;
estridular;vrb;0;0;0;1;5;
estrilar;vrb;0;0;0;1;6;
vascularização;nom;A;1;1;0;3;
desgovernação;nom;-;0;2;0;3;
idoneidade;nom;+;3;0;0;2;
feitiar;vrb;0;0;0;1;3;
carrancho;nom;-;1;2;0;4;
rentear;vrb;0;0;0;1;3;
realejo;nom;+;2;0;0;5;
amacacar;vrb;+;1;0;0;3;
artigo;nom;+;2;0;0;4;
cimento;nom;+;2;0;0;5;
finfar;vrb;+;1;0;0;3;
gelha;nom;+;3;0;0;4;
partimento;nom;+;1;0;0;5;
feraz;adj;+;2;0;0;3;
trasbordar;vrb;0;0;0;1;3;
sugestionável;adj;+;1;0;0;5;
áfrica;nom;+;2;0;0;5;
narigudo;adj;+;1;0;0;6;
pencudo;adj;+;1;0;0;7;
galantarias;nom;+;1;0;0;3;
dessocorrer;vrb;-;0;1;0;3;
madurar;vrb;+;2;0;0;4;
blandícia;nom;+;3;0;0;4;
tagaté;nom;+;1;0;0;3;
empeçar;vrb;A;1;1;0;4;
escrevedura;nom;+;1;0;0;4;
tralhoada;nom;-;0;2;0;4;
aferrenhar;vrb;+;1;0;0;5;
legisperito;nom;+;1;0;0;7;
casquear;vrb;0;0;0;1;3;
girigote;adj;A;1;1;0;4;
pregagem;nom;-;0;3;0;4;
acutilante;adj;+;3;0;0;4;
quérulo;adj;-;0;2;0;4;
primigénio;adj;+;1;0;0;3;
desdobrar-se;vrb;+;2;0;0;4;
postulador;nom;-;0;1;0;8;
bastir;vrb;A;1;0;1;4;
caceteação;nom;-;0;1;0;3;
tiração;nom;-;0;1;0;5;
sela;nom;-;0;1;0;4;
amordaçar;vrb;-;0;1;0;4;
núbio;adj,nom;-;0;2;0;4;
culpabilizar;vrb;+;1;0;0;4;
buereré;adv;0;0;0;1;4;
valores;nom;+;2;0;0;3;
deflagrar;vrb;-;0;1;0;5;
fragorar;vrb;-;0;1;0;4;
obituário;nom;-;0;1;0;4;
ciciante;adj;-;0;1;0;10;
tulha;nom;-;0;2;0;4;
ucha;nom;-;1;2;0;5;
desatravancado;adj;+;1;0;0;5;
cruzeiro;nom;-;0;1;0;4;
troncho;adj,nom;-;1;2;0;3;
indulgente;nom,adj;+;3;0;0;4;
perdoador;nom;+;1;0;0;5;
dependura;nom;-;0;2;0;4;
querelar;vrb;+;2;0;0;5;
dosa;nom;-;0;3;0;4;
almoedeiro;nom;-;0;1;0;7;
viscosidade;nom;+;1;0;0;9;
pastosidade;nom;+;1;0;0;10;
raigota;nom;+;1;0;0;7;
radícula;nom;+;1;0;0;6;
reconciliação;nom;+;1;0;0;5;
congraçamento;nom;+;1;0;0;4;
alínea;nom;+;1;0;0;6;
boquejo;nom;-;0;2;0;2;
gratulação;nom;+;2;0;0;4;
quadris;nom;-;0;1;0;4;
saboneteira;nom;-;0;2;0;7;
corporizar;vrb;+;1;0;0;4;
petisqueira;nom;+;2;0;0;5;
ganjento;adj;+;1;0;0;4;
preexcelso;adj;+;1;0;0;3;
reprincipiar;vrb;0;0;0;1;4;
apiedado;adj;+;2;0;0;6;
condoído;adj;+;1;0;0;6;
clivo;nom;+;2;0;0;3;
sugilar;vrb;-;0;1;0;3;
desorganização;nom;-;0;2;0;3;
descoordenação;nom;-;0;2;0;3;
benzido;adj;+;1;0;0;6;
transitoriedade;nom;0;0;0;1;4;
desarreigado;adj;+;1;0;0;5;
sumariar;vrb;0;0;0;1;3;
vislumbrar;vrb;+;2;0;0;2;
habitualmente;adv;0;0;0;2;4;
desmontar-se;vrb;-;0;1;0;4;
esmar;vrb;+;1;0;0;3;
jorramento;nom;-;0;2;0;5;
estofo;nom,adj;+;2;0;0;3;
carear;vrb;0;0;0;1;3;
gunga;nom;+;1;0;0;4;
guarnecido;adj;+;1;0;0;4;
sufocado;adj;A;1;1;0;5;
relutante;adj;-;0;2;0;4;
desespero;nom;-;0;2;0;3;
empecadado;adj;-;0;1;0;2;
choupana;nom;+;3;0;0;4;
partir-se;vrb;-;1;2;0;3;
legítimo;adj;+;3;0;0;3;
mediocridade;nom;+;2;0;0;3;
tapador;nom;+;1;0;0;5;
respeitosamente;adv;-;0;1;0;7;
apojadura;nom;+;1;0;0;5;
desapavorar;vrb;-;0;1;0;5;
disputador;nom;-;0;2;0;5;
incidente;nom,adj;+;2;0;0;4;
ágio;nom;A;1;1;0;3;
licenciado;adj;+;2;0;0;4;
liquefazer;vrb;+;2;0;0;4;
caixa-dos-pirolitos;nom;+;1;0;0;3;
viperino;adj;-;0;1;0;2;
bácoro;nom;-;0;1;0;7;
desengrandecer;vrb;-;0;2;0;3;
movedor;nom;+;1;0;0;5;
abjurgar;vrb;+;2;0;0;4;
mezinheiro;nom;+;1;0;0;4;
cueiros;nom;+;1;0;0;4;
estaleiro;nom;+;3;0;0;5;
aposentos;nom;+;1;0;0;5;
mediocremente;adv;-;0;2;0;3;
medianamente;adv;-;0;1;0;4;
remissa;nom;0;0;0;1;5;
rotular;vrb;+;1;0;0;4;
rajar;vrb;+;3;0;0;4;
farofa;nom;-;0;2;0;4;
predicamentar;vrb;+;1;0;0;4;
patuscar;vrb;+;1;0;0;4;
larear;vrb;+;2;0;0;5;
iletrado;nom;-;0;1;0;5;
oferenda;nom;+;3;0;0;5;
bilar;vrb;A;1;0;1;5;
honrar-se;vrb;+;2;0;0;3;
timbrar;vrb;+;3;0;0;3;
sobrevindo;adj;+;2;0;0;5;
participativo;adj;+;1;0;0;4;
calúnia;nom;-;0;5;0;3;
superveniente;adj;+;1;0;0;5;
incidental;adj;+;1;0;0;6;
leiteira;nom;+;1;0;0;2;
exasperante;adj;-;0;1;0;6;
intercisão;nom;+;2;0;0;4;
viseira;nom;-;1;2;0;4;
garupa;nom;+;1;0;0;6;
competitividade;nom;+;1;0;0;4;
debandar;vrb;A;1;0;1;4;
tabernória;nom;0;0;0;1;5;
granjeiro;nom;+;1;0;0;6;
retardatário;nom;-;0;2;0;3;
torra;nom;-;0;1;0;4;
louçainha;nom;+;1;0;0;3;
demófilo;nom;-;0;1;0;5;
coalescer;vrb;0;0;0;2;4;
ramalhete;nom;0;0;0;2;4;
festão;nom;A;1;0;1;5;
categorizado;adj;+;2;0;0;3;
ocasionado;adj;-;0;1;0;4;
intranquilidade;nom;-;0;2;0;3;
dispersando-se;vrb;+;1;0;0;5;
enclaustramento;nom;+;1;0;0;5;
menoscabo;nom;A;2;2;0;4;
delusão;nom;-;0;2;0;2;
fedorento;adj;-;0;2;0;4;
ovarense;adj;-;0;1;0;7;
apessoado;adj;+;2;0;0;4;
respingo;nom;+;1;0;0;4;
frutuário;adj;+;2;0;0;3;
acrescento;nom;0;0;0;1;3;
sacola;nom;-;0;1;0;6;
bernarda;nom;-;0;3;0;3;
influir;vrb;+;1;0;0;3;
reportar-se;vrb;0;0;0;1;4;
ateneu;nom;0;0;0;1;6;
dixissa;nom;+;1;0;0;4;
soberbamente;adv;0;0;0;1;7;
rarear;vrb;+;2;1;0;3;
batoteiro;nom;-;0;1;0;5;
incontrito;adj;-;0;1;0;6;
exício;nom;-;1;2;0;3;
minotaurizar;vrb;+;1;0;0;4;
estradeiro;adj;-;0;1;0;4;
prelativo;adj;+;1;0;0;3;
raiz;nom;+;5;0;1;4;
afidalgado;adj;+;2;0;0;4;
deportado;nom,adj;-;0;2;0;6;
estulto;adj;-;0;2;0;3;
pirangar;vrb;A;1;0;1;4;
axe;nom;-;0;2;0;4;
áxis;nom;A;1;1;0;5;
cérebro;nom;+;4;0;0;2;
compilar;vrb;+;2;0;0;3;
agrupado;adj;+;2;0;0;5;
passível;adj;+;1;0;0;4;
imbicar;vrb;0;1;0;2;3;
circunlocução;nom;-;0;1;0;5;
borda-d'água;nom;+;1;0;0;5;
desbocamento;nom;-;0;1;0;6;
deslinguamento;nom;-;0;1;0;5;
descarinhoso;adj;-;0;2;0;4;
reeducar;vrb;+;1;0;0;4;
pardalão;nom;-;0;1;0;4;
embaixador;nom;+;2;0;0;4;
fervescente;adj;A;1;1;0;4;
epígrafe;nom;+;1;0;0;5;
divulgado;adj;+;2;1;0;4;
tábido;adj,nom;-;0;1;0;3;
umbrático;adj;+;2;1;0;3;
touca;nom;-;0;1;0;4;
coifa;nom;A;1;1;0;5;
carranha;nom;+;1;0;0;7;
maduração;nom;+;1;0;0;6;
santificar;vrb;+;5;0;0;3;
quina;nom;+;2;0;0;3;
abordável;adj;+;1;0;0;4;
equivaler;vrb;0;0;0;1;4;
esgatanhar;vrb;+;2;0;0;3;
rifa;nom;-;0;2;0;6;
forção;nom;+;3;0;0;4;
vacão;nom;-;0;3;0;4;
opilar;vrb;+;1;0;0;3;
genebreiro;nom;+;1;0;0;6;
sem-vergonha;adj;-;0;2;0;4;
pravo;adj;-;0;3;0;1;
galalau;nom;-;0;1;0;5;
empequenitar;vrb;+;1;0;0;4;
encintar;vrb;+;1;0;0;4;
pontiagudo;adj;-;0;1;0;3;
esto;nom;-;0;2;0;3;
migrar;vrb;+;1;0;0;3;
resumir-se;vrb;0;0;0;1;4;
cifrar;vrb;0;0;0;1;3;
grego;nom,adj;-;0;1;0;4;
heleno;nom,adj;-;0;1;0;5;
geta;nom;-;0;2;0;4;
aplastar;vrb;-;0;1;0;4;
gatice;nom;-;0;1;0;4;
algarismo;nom;+;1;0;0;5;
zangular;vrb;-;0;1;0;3;
anjo;nom;+;1;0;0;5;
fendilhar;vrb;+;1;0;0;4;
sobrepesar;vrb;-;0;1;0;3;
caurineiro;nom;-;0;1;0;6;
bolor;nom;A;1;0;1;5;
niquento;adj,nom;-;1;2;0;4;
agami;nom;+;2;0;0;5;
rodeamento;nom;-;0;1;0;4;
despacho;nom;0;0;0;1;3;
ambicionar;vrb;+;2;0;0;4;
vergar-se;vrb;-;0;1;0;3;
zumbrir-se;vrb;-;0;2;0;3;
pulsátil;adj;+;1;0;0;5;
avocar;vrb;A;1;0;1;3;
fecha;nom;+;2;0;0;4;
pernão;adj;+;1;0;0;5;
forcejar;vrb;0;0;0;2;3;
lábaro;nom;+;2;0;0;4;
sofístico;adj;+;2;1;0;4;
cavernoso;adj;-;0;2;0;4;
entrecena;nom;-;0;1;0;5;
imponderado;adj;-;0;3;0;4;
ciscalho;nom;-;0;1;0;4;
bestialidade;nom;-;0;1;0;3;
espadana;nom;-;0;3;0;4;
fartum;nom;A;1;1;0;4;
goro;adj;-;0;1;0;3;
chuveiro;nom;-;0;1;0;5;
procacidade;nom;+;2;0;0;5;
expugnação;nom;-;0;1;0;4;
alistado;adj;+;1;0;0;8;
nosocrático;adj;+;1;0;0;4;
populacho;nom;-;0;3;0;4;
crebro;adj;0;0;0;1;3;
fragoso;adj;-;0;1;0;3;
irreal;adj;+;1;0;0;4;
locutório;nom;-;0;1;0;5;
embasbacar;vrb;+;1;0;0;6;
suar;vrb;0;0;0;3;4;
entaipamento;nom;+;1;0;0;6;
abondar;vrb;+;2;0;0;4;
bem-aventurança;nom;+;3;0;0;3;
cinema;nom;+;1;0;0;6;
cinematógrafo;nom;+;1;0;0;7;
acabanado;adj;-;0;1;0;3;
exterminação;nom;+;2;1;0;4;
lismo;nom;-;0;1;0;6;
boquear;vrb;+;2;0;0;4;
macumbeiro;nom;+;2;0;0;5;
candil;nom;+;2;0;0;5;
delirar;vrb;+;1;0;0;3;
barbicacho;nom;-;0;2;0;3;
desencanto;nom;-;0;1;0;3;
bagunça;nom;-;0;3;0;3;
aldeante;nom;-;0;1;0;4;
capengar;vrb;0;0;0;1;5;
zaré;adj;-;0;1;0;3;
cebola;nom;+;1;0;0;6;
esquila;nom;+;1;0;0;5;
trasfegado;adj;+;1;0;0;5;
desamotinar;vrb;-;0;2;0;5;
paparrotada;nom;+;1;0;0;6;
adro;nom;+;2;0;0;5;
esfiar;vrb;0;0;0;1;5;
vindicta;nom;+;3;0;0;4;
apodrecido;adj;-;0;1;0;3;
imprevidente;adj;-;0;2;0;4;
descautelado;adj;-;0;1;0;5;
pimpar;vrb;+;1;0;0;5;
pimponar;vrb;+;1;0;0;4;
sobremodo;adv;0;0;0;1;1;
antevisão;nom;+;2;0;0;5;
coreia;nom;-;0;1;0;4;
deduzir-se;vrb;+;1;0;0;4;
mantéu;nom;+;1;0;0;7;
peremptoriamente;adv;+;1;0;0;7;
edificação;nom;A;1;0;1;4;
malpropício;adj;-;0;3;0;3;
pirronice;nom;-;0;3;0;3;
carburante;nom;0;0;0;1;3;
mancheia;nom;+;1;0;0;5;
esfraldar;vrb;+;2;0;0;3;
vadiação;nom;+;1;0;0;5;
mascarrar;vrb;0;0;0;1;3;
enfarruscar;vrb;A;1;0;1;4;
mirificar;vrb;+;2;0;0;5;
habilitação;nom;+;2;0;0;2;
legitimação;nom;+;1;0;0;3;
implementar;vrb;+;1;0;0;3;
vitualhas;nom;+;1;0;0;6;
abrandecer;vrb;-;0;2;0;3;
mixagem;nom;-;0;1;0;4;
cravejado;adj;+;1;0;0;8;
constelado;adj;+;1;0;0;7;
meijengro;adj;-;0;1;0;4;
vaníloquo;adj;+;1;0;0;4;
logótipo;nom;+;1;0;0;4;
restolho;nom;-;0;1;0;1;
desprevenção;nom;+;1;0;0;5;
bula;nom;+;2;0;0;4;
divindade;nom;+;1;0;0;3;
infamador;nom;-;0;1;0;5;
olear;vrb;+;1;0;0;6;
untar;vrb;+;2;0;1;5;
sebino;nom;-;0;2;0;4;
estipulado;adj;+;2;0;0;4;
torrado;adj;-;0;4;0;4;
herege;nom;-;0;2;0;4;
herético;nom;-;0;1;0;5;
trautear;vrb;+;2;0;1;4;
solfejar;vrb;0;0;0;1;4;
supletivo;adj;+;1;0;0;4;
carrego;nom;+;2;0;0;4;
fã;nom;+;1;0;0;6;
aficionado;nom;+;1;0;0;7;
ligeira;nom;+;2;0;1;4;
dístico;nom;+;5;0;0;5;
hiperfísico;adj;+;1;0;0;4;
maria-da-fonte;nom;-;0;3;0;3;
quilhar;vrb;+;2;0;0;4;
desinibição;nom;+;3;0;0;3;
cordialmente;adv;0;0;0;1;2;
temoneiro;nom;+;1;0;0;5;
empobrecido;adj;-;0;1;0;4;
comuníssimo;adj;-;0;1;0;4;
napeiro;adj;-;0;1;0;4;
heroína;nom;+;1;0;0;6;
orelhada;nom;-;0;1;0;4;
gladiador;nom;+;1;0;0;4;
fraseado;nom;+;1;0;0;3;
negroa;nom;-;0;1;0;7;
embornalar;vrb;+;2;0;0;4;
alagar-se;vrb;+;1;0;0;4;
aniquilação;nom;+;1;0;0;4;
cocharra;nom;+;1;0;0;3;
refugir;vrb;A;1;0;1;4;
roçamento;nom;-;0;1;0;6;
alienação;nom;+;2;0;0;5;
ranking;nom;+;1;0;0;4;
tendeiro;nom;-;0;1;0;16;
nenhum;adj,adv;-;0;1;0;5;
amorcegar;vrb;+;1;0;0;4;
avivar-se;vrb;+;2;0;0;4;
agomar;vrb;0;0;0;1;3;
abalofar;vrb;A;1;1;0;4;
pegulho;nom;+;1;0;0;4;
acalentar;vrb;-;1;2;1;4;
centelhar;vrb;+;1;0;0;5;
cinzento;adj;-;0;2;0;5;
borralhento;adj;-;0;1;0;6;
fidalguice;nom;-;0;1;0;4;
débito;nom;+;1;0;0;4;
estático;adj;+;2;0;0;4;
atendível;adj;+;1;0;0;4;
satisfazível;adj;+;1;0;0;5;
trânsfuga;nom;-;0;1;0;5;
aprisionar;vrb;+;2;0;1;4;
erótico;adj;-;0;1;0;6;
amatório;adj;-;0;1;0;7;
everter;vrb;-;0;1;0;4;
sanha;nom;-;0;2;0;2;
rabeira;nom;+;2;0;0;4;
rompedura;nom;-;0;1;0;5;
varela;nom,adj;-;0;1;0;5;
capitado;adj;-;0;1;0;5;
roca;nom;-;0;1;0;5;
biscoitaria;nom;+;1;0;0;5;
açacaladura;nom;+;1;0;0;2;
lampana;nom;-;0;3;0;3;
chalacear;vrb;+;2;0;0;3;
zombetear;vrb;+;2;0;1;4;
morangar;vrb;+;1;0;0;7;
considerando;nom;+;3;0;0;4;
gambeta;nom,adj;0;0;0;2;4;
sigiloso;adj;+;2;0;0;4;
molura;nom;+;2;0;0;5;
fabricação;nom;+;2;0;1;4;
romper-se;vrb;+;2;0;0;4;
coruscar;vrb;+;3;0;0;5;
surdir;vrb;+;2;0;1;3;
comunhão;nom;+;3;0;0;3;
impureza;nom;-;1;2;0;4;
resquício;nom;A;1;1;0;4;
enxoval;nom;+;1;0;0;5;
crepitação;nom;-;0;3;0;4;
anavalhar;vrb;-;0;1;0;4;
navio;nom;+;1;0;0;4;
cobiçar;vrb;+;2;0;0;3;
presilheiro;nom;-;0;1;0;3;
atentar;vrb;+;3;0;0;3;
desembrulho;nom;+;1;0;0;5;
pregueado;adj,nom;+;1;0;0;5;
garraio;nom;+;1;0;0;6;
desventura;nom;-;0;5;0;3;
decepamento;nom;+;1;0;0;6;
estroncamento;nom;+;1;0;0;5;
desvaliar;vrb;-;0;1;0;3;
desafligir;vrb;-;0;2;0;5;
estalejadura;nom;-;0;1;0;4;
minuta;nom;A;1;1;0;4;
enrabichar;vrb;+;1;0;0;3;
alboroque;nom;-;0;1;0;5;
incluir-se;vrb;0;0;0;1;2;
arrevessar;vrb;0;0;0;2;3;
acatastático;adj;-;0;1;0;4;
pé-de-alferes;nom;+;1;0;0;5;
provinciano;nom,adj;-;0;2;0;4;
tablete;nom;+;1;0;0;5;
aquático;adj;-;0;2;0;5;
flagelativo;adj;-;0;1;0;3;
açoitador;nom;-;0;1;0;5;
controlo;nom;+;2;0;0;4;
capim;nom;-;0;1;0;5;
orgiástico;adj;-;0;1;0;7;
zagaio;nom;+;1;0;0;4;
apontador;nom;+;2;0;0;5;
jumentada;nom;-;0;2;0;4;
edulcorante;nom;+;1;0;0;6;
explosão;nom;0;0;0;1;3;
tormentório;adj;-;0;1;0;3;
trinta-e-um;nom;-;0;3;0;3;
subversivo;adj;-;1;2;0;4;
pretendente;nom;-;0;1;0;6;
pretensor;nom;-;0;1;0;7;
diâmetro;nom;+;1;0;0;4;
deficiência;nom;A;1;1;0;3;
driblar;vrb;+;2;0;0;5;
alienismo;nom;+;1;0;0;5;
bambalhão;nom;-;0;2;0;3;
chovediço;adj;-;0;1;0;6;
chovedor;adj;-;0;1;0;7;
ruela;nom;A;1;1;0;7;
descabelamento;nom;-;0;1;0;3;
desacoplar;vrb;+;2;0;0;3;
champanhe;nom;-;0;1;0;5;
hosana;nom;+;1;0;0;3;
jogata;nom;-;0;1;0;4;
engodilhar;vrb;-;0;2;0;3;
modelado;adj;+;2;0;0;4;
argumentação;nom;+;4;0;0;5;
carnagem;nom;-;0;2;0;4;
pontaria;nom;+;1;0;0;4;
assesto;nom;+;1;0;0;5;
fingidor;adj,nom;-;0;1;0;5;
repetenar-se;vrb;+;1;0;0;6;
maioral;nom,adj;+;3;0;0;3;
bandarrismo;nom;+;1;0;0;5;
matricular-se;vrb;0;0;0;1;4;
enzampar;vrb;+;1;0;0;4;
pontalete;nom;+;1;0;0;5;
pontal;nom;+;1;0;0;6;
abrangente;adj;+;2;0;0;4;
manhento;adj;-;0;1;0;5;
socavão;nom;+;2;0;0;4;
fera;nom;+;1;0;0;4;
trivialidade;nom;+;2;0;0;4;
nhoca;nom;+;1;0;0;5;
paredeiro;nom;+;1;0;0;6;
penhorar;vrb;+;2;0;0;3;
golpeadura;nom;-;0;1;0;4;
encorajante;adj;+;1;0;0;7;
desapegar-se;vrb;0;0;0;1;4;
entrosa;nom;+;1;0;0;6;
soneto;nom;+;2;0;0;4;
estudo;nom;+;4;1;0;3;
gangrena;nom;-;0;1;0;4;
tranqueira;nom;+;2;0;0;5;
braga;nom;+;1;0;0;6;
poderes;nom;+;1;0;0;4;
incompatibilizar;vrb;+;1;0;0;4;
encarapinhar;vrb;A;1;0;1;5;
pulsação;nom;+;1;0;0;5;
trupo;nom;+;1;0;0;6;
reatar;vrb;+;1;0;0;4;
principiar;vrb;A;1;0;1;3;
menálio;adj;A;1;1;0;4;
venerador;adj;+;1;0;0;6;
mondadura;nom;+;1;0;0;7;
baixa-mar;nom;+;1;0;0;5;
calosidade;nom;+;2;0;0;5;
adoecer;vrb;+;1;0;0;4;
começado;adj;+;1;0;0;4;
aléu;nom;+;3;0;0;4;
consultor;nom;+;1;0;0;5;
bocejar;vrb;+;3;0;0;4;
imoderação;nom;-;0;1;0;4;
anactesia;nom;+;1;0;0;6;
jato;nom;-;0;1;0;4;
libidinoso;adj;-;0;2;0;4;
enuclear;vrb;+;2;0;0;4;
pontada;nom;+;1;0;0;5;
sacolejar;vrb;0;0;0;1;4;
cambulhada;nom;-;0;2;0;3;
agenciário;nom;+;1;0;0;4;
músico;nom,adj;+;1;0;0;4;
musicista;nom;+;1;0;0;5;
extravasar;vrb;0;0;0;2;2;
verdascada;nom;-;0;2;0;5;
encetar;vrb;A;1;1;1;4;
reconto;nom;-;0;1;0;4;
sonegação;nom;-;0;1;0;4;
bueiro;nom;-;0;1;0;8;
baldoeiro;nom;-;0;1;0;9;
testamental;adj;+;1;0;0;8;
testamentário;adj,nom;+;1;0;0;7;
súcuba;nom;-;0;1;0;5;
celebreira;nom;+;1;0;0;4;
obstupefacção;nom;-;0;2;0;5;
praguento;adj;-;0;1;0;6;
desiderato;nom;+;1;0;0;4;
acaçapar-se;vrb;-;0;1;0;3;
dispartir;vrb;0;0;0;1;4;
primado;nom;+;1;0;0;4;
meleca;nom;-;0;2;0;4;
pacientemente;adv;+;1;0;0;7;
úvido;adj;-;0;1;0;5;
rotáceo;adj;+;1;0;0;4;
carguejar;vrb;0;0;0;1;4;
exaltadamente;adv;-;0;1;0;5;
palermice;nom;-;0;3;0;5;
privilégios;nom;+;2;0;0;4;
presilha;nom;A;1;1;0;2;
voluntarioso;nom,adj;-;1;2;0;4;
burusso;nom;+;1;0;0;5;
grifenho;adj;+;1;0;0;6;
estrepe;nom;-;0;2;0;4;
desempanturrar;vrb;+;1;0;0;5;
particularização;nom;+;1;0;0;4;
especialização;nom;+;1;0;0;5;
detalhe;nom;A;1;1;0;4;
adrede;adv;-;0;1;0;7;
palato;nom;+;1;0;0;5;
adueiro;nom;+;1;0;0;5;
fóssil;adj;A;1;1;0;4;
aventuroso;adj;-;0;1;0;3;
